Title,Date Creat,Latitude,Longitude,Northing,Easting,Descriptio,Biocontrol,Chemical c,Density,Detection,Detectio_1,Notes,Number of,Quarter,Species,Status,timestamp,X,Y
Pp Large Walk Both 8c Evidence Of Moth,,-24.200650000000000,30.915810000000000,7321979.648386210203171,288313.559163097001147,,Cochineal bug,MSMA,High,Foot,Secondary,,,2020 - Quarter 2,Prickly Pear,,42:04.0,30.915810000000000,-24.200650000000000
Pp Large Walk Both 8c Evidence Of Moth,,-24.200650000000000,30.915810000000000,7321979.648386210203171,288313.559163097001147,,Cochineal bug,MSMA,High,Foot,Secondary,evidence of moth,,,Prickly Pear,,2020/06/27 14:42:04.000,30.915810000000000,-24.200650000000000
"Pp Large Walk Both, follow up 17/03/21, dead",,-24.213249999999999,30.852950000000000,7320487.245751149952412,281948.498232466983609,,Cochineal bug,MSMA,High,Foot,Secondary,,,2020 - Quarter 2,Prickly Pear,,44:19.0,30.852950000000000,-24.213249999999999
Pp Large Walk Both. Update 4th August - Bugs Spread Slightly. Spray Killed Most Of Plant. Needs Respray,,-24.222090000000001,30.884609999999999,7319557.151350540108979,285179.665307119023055,,Cochineal bug,MSMA,High,Foot,Secondary,,,,Prickly Pear,bugs have taken,2020/06/04 10:07:56.000,30.884609999999999,-24.222090000000001
Pp Large Walk Bugs,,-24.211760000000002,30.833909999999999,7320622.418672439642251,280011.648317217011936,,Cochineal bug,-,High,Foot,Secondary,needs chemical control,7 cladodes,2020 - Quarter 2,Prickly pear,Treated,14:45.0,30.833909999999999,-24.211760000000002
Pp Large Walk Bugs,,-24.211760000000002,30.833909999999999,7320622.418672439642251,280011.648317217011936,,Cochineal bug,-,High,Foot,Secondary,needs chemical control,7 cladodes,2020 - Quarter 2,Prickly pear,Treated,14:45.0,30.833909999999999,-24.211760000000002
Pp Large Walk Bugs 13c,,-24.214017620000000,30.823593420000002,7320356.044650319963694,278967.457102335989475,,Cochineal bug,,High,Foot,Secondary,,,,Prickly pear,,2020/08/01 08:31:15.000,30.823593420000002,-24.214017620000000
Pp Large Walk Bugs 6c,,-24.204319999999999,30.875599999999999,7321511.596541780047119,284234.463531858986244,,Cochineal bug,-,High,Walk - marula,Tertiary,,,2020 - Quarter 2,Prickly Pear,,42:43.0,30.875599999999999,-24.204319999999999
Pp Large Walk Bugs 6c,,-24.220710000000000,30.885660000000001,7319711.626486119814217,285284.011083727004007,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,02:23.0,30.885660000000001,-24.220710000000000
Pp Large Walk Bugs 6c,,-24.220710000000000,30.885660000000001,7319711.626486119814217,285284.011083727004007,,Cochineal bug,,High,Foot,Secondary,,,,Prickly Pear,,2020/07/14 13:02:23.000,30.885660000000001,-24.220710000000000
Pp large walk bugs 6c,,-24.213819999999998,30.822440000000000,7320376.108158609829843,278849.938450929010287,,Cochineal bug,-,High,Foot,Secondary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,55:27.0,30.822440000000000,-24.213819999999998
Pp Large Walk Bugs 6c,,-24.213879089999999,30.822666810000001,7320369.922061139717698,278873.082446995016653,,Cochineal bug,,High,Foot,Secondary,,,,Prickly pear,,2020/08/01 08:16:05.000,30.822666810000001,-24.213879089999999
Pp Large Walk Bugs 6c Update 3 November Bugs Havenтt Spread,,-24.204319999999999,30.875599999999999,7321511.596541780047119,284234.463531858986244,,Cochineal bug,MSMA,High,Foot,Secondary,,,,Prickly Pear,bugs didnt take. Added more bugs,2020/06/27 09:42:43.000,30.875599999999999,-24.204319999999999
Pp Large Walk Bugs 6c. Update 2 September. Bugs Have Spread,,-24.220739999999999,30.885909999999999,7319708.688088440336287,285309.457169768982567,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,59:33.0,30.885909999999999,-24.220739999999999
Pp Large Walk Bugs 6c. Update 2 September. Bugs Have Spread,,-24.220739999999999,30.885909999999999,7319708.688088440336287,285309.457169768982567,,Cochineal bug,,High,Foot,Secondary,,,,Prickly Pear,bugs have taken,2020/07/14 12:59:33.000,30.885909999999999,-24.220739999999999
Pp Large Walk Bugs 7c,,-24.220759999999999,30.885780000000000,7319706.272738640196621,285296.284929865971208,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,58:45.0,30.885780000000000,-24.220759999999999
Pp Large Walk Bugs 7c,,-24.220759999999999,30.885780000000000,7319706.272738640196621,285296.284929865971208,,Cochineal bug,,High,Foot,Secondary,,,,Prickly Pear,,2020/07/14 12:58:45.000,30.885780000000000,-24.220759999999999
Pp Large Walk Bugs 7c,,-24.215983150000000,30.823125480000002,7320137.580963579937816,278923.313092713011429,,Cochineal bug,,High,Foot,Secondary,,,,Prickly pear,,2020/08/01 09:18:02.000,30.823125480000002,-24.215983150000000
Pp Large Walk Bugs 8c,,-24.171679999999999,30.948840000000001,7325238.149111759848893,291622.222242534975521,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,44:46.0,30.948840000000001,-24.171679999999999
Pp Large Walk Bugs 8c,,-24.179359999999999,30.869599999999998,7324267.079064249992371,283582.736846305022482,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,49:21.0,30.869599999999998,-24.179359999999999
Pp Large Walk Bugs 8c,,-24.181210000000000,30.872949999999999,7324067.341815140098333,283926.269741662021261,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,59:30.0,30.872949999999999,-24.181210000000000
Pp Large Walk Bugs 8c,,-24.171679999999999,30.948840000000001,7325238.149111759848893,291622.222242534975521,,Cochineal bug,,High,Foot,Secondary,,,,Prickly Pear,,2020/07/23 13:44:46.000,30.948840000000001,-24.171679999999999
Pp Large Walk Bugs 8c,,-24.179359999999999,30.869599999999998,7324267.079064249992371,283582.736846305022482,,Cochineal bug,,High,Foot,Secondary,,,,Prickly Pear,,2020/07/30 11:49:21.000,30.869599999999998,-24.179359999999999
Pp Large Walk Bugs 8c. Update 9 December 2020 Bugs Have Taken,,-24.181210000000000,30.872949999999999,7324067.341815140098333,283926.269741662021261,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly Pear,bugs have taken,2020/07/30 13:59:30.000,30.872949999999999,-24.181210000000000
Pp Large Walk Bugs 9c,,-24.204390000000000,30.875900000000001,7321504.306310740299523,284265.060391717997845,,Cochineal bug,-,High,Walk - marula,Tertiary,,,2020 - Quarter 2,Prickly Pear,,38:05.0,30.875900000000001,-24.204390000000000
Pp Large Walk Bugs 9c,,-24.216989999999999,30.838370000000001,7320050.114451999776065,280473.719023943005595,,Cochineal bug,-,High,Foot,Secondary,needs chemical control,9 cladodes,2020 - Quarter 2,Prickly pear,Treated,30:50.0,30.838370000000001,-24.216989999999999
Pp Large Walk Bugs 9c,,-24.216986280000000,30.838374370000000,7320050.533388880081475,280474.156583937001415,,Cochineal bug,,High,Foot,Secondary,,,,Prickly pear,,2020/06/12 12:30:50.000,30.838374370000000,-24.216986280000000
Pp Large Walk Bugs 9c Update 23 August Bugs Have Spread,,-24.204390000000000,30.875900000000001,7321504.306310740299523,284265.060391717997845,,Cochineal bug,-,High,Walk - marula,Tertiary,,,2020 - Quarter 2,Prickly Pear,,38:05.0,30.875900000000001,-24.204390000000000
Pp Large Walk Bugs 9c Update 23 August Bugs Have Spread,,-24.204390000000000,30.875900000000001,7321504.306310740299523,284265.060391717997845,,Cochineal bug,-,High,Foot,Secondary,,,,Prickly Pear,bugs have taken,2020/06/27 09:38:05.000,30.875900000000001,-24.204390000000000
Pp Large Walk Bugs 9c. Smaller 2 Around It,,-24.214312769999999,30.822817260000001,7320322.121469960547984,278889.115915125003085,,Cochineal bug,,High,Foot,Secondary,,,,Prickly pear,,2020/08/01 08:18:43.000,30.822817260000001,-24.214312769999999
Pp Large Walk Bugs Fruiting 10c,,-24.196919999999999,30.874459999999999,7322329.516069210134447,284106.172322712023742,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,47:37.0,30.874459999999999,-24.196919999999999
Pp Large Walk Bugs Fruiting 10c,,-24.196919999999999,30.874459999999999,7322329.516069210134447,284106.172322712023742,,Cochineal bug,,High,Foot,Secondary,,,,Prickly Pear,,2020/07/30 09:47:37.000,30.874459999999999,-24.196919999999999
PP large walk bugs fruiting 7c,,-24.183190000000000,30.875620000000001,7323852.147344600409269,284200.914248167013284,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,10:06.0,30.875620000000001,-24.183190000000000
PP large walk bugs fruiting 7c,,-24.183190000000000,30.875620000000001,7323852.147344600409269,284200.914248167013284,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,10:06.0,30.875620000000001,-24.183190000000000
Pp Large Walk Bugs. Update 10 December Bugs Have Taken,,-24.211758020000001,30.833914830000001,7320622.645608319900930,280012.135606637981255,,Cochineal bug,,High,Foot,Secondary,,,,Prickly pear,,2020/06/09 12:14:45.000,30.833914830000001,-24.211758020000001
Pp Large Walk Bugs. Update 10 December Bugs Have Taken,,-24.211758020000001,30.833914830000001,7320622.645608319900930,280012.135606637981255,,Cochineal bug,,High,Foot,Secondary,,,,Prickly pear,,2020/06/09 12:14:45.000,30.833914830000001,-24.211758020000001
Pp Large Walk For Marula 7c. Bugs. Revisit Every Month,,-24.187130000000000,30.851910000000000,7323378.903083659708500,281798.357227806001902,,Cochineal bug,-,High,walk - marula,Tertiary,,,2020 - Quarter 3,Prickly Pear,,07:17.0,30.851910000000000,-24.187130000000000
Pp Large Walk For Marula 7c. Bugs. Revisit Every Month,,-24.187130000000000,30.851910000000000,7323378.903083659708500,281798.357227806001902,,Cochineal bug,,High,walk - marula,Tertiary,,,,Prickly Pear,,2020/07/22 14:07:17.000,30.851910000000000,-24.187130000000000
Pp Large Walk For Marula Project 8c Bugs. Revisit Once A Month,,-24.191060000000000,30.831140000000001,7322910.987049530260265,279694.638083819008898,,Cochineal bug,-,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,27:45.0,30.831140000000001,-24.191060000000000
Pp Large Walk For Marula Project 8c Bugs. Revisit Once A Month. Update 24 September 2020 After Report. Bugs Have Taken,,-24.191060000000000,30.831140000000001,7322910.987049530260265,279694.638083819008898,,Cochineal bug,,High,walk - marula,Tertiary,,,,Prickly Pear,,2020/07/22 11:27:45.000,30.831140000000001,-24.191060000000000
Pp Large Walk For Marula Spray Revisit Monthly 9c,,-24.187500000000000,30.853130000000000,7323339.823272000066936,281922.952376869972795,,Cochineal bug,-,High,walk - marula,Tertiary,,,2020 - Quarter 3,Prickly Pear,,33:27.0,30.853130000000000,-24.187500000000000
Pp Large Walk For Marula Spray Revisit Monthly 9c,,-24.187500000000000,30.853130000000000,7323339.823272000066936,281922.952376869972795,,-,MSMA,High,walk - marula,Tertiary,,,,Prickly Pear,,2020/07/22 14:33:27.000,30.853130000000000,-24.187500000000000
Pp Large Walk For Marula. Revisit Every Month. 6c Bugs,,-24.186660000000000,30.852200000000000,7323431.417183659970760,281827.024508359027095,,Cochineal bug,-,High,walk - marula,Tertiary,,,2020 - Quarter 3,Prickly Pear,,12:56.0,30.852200000000000,-24.186660000000000
Pp Large Walk For Marula. Revisit Every Month. 6c Bugs,,-24.186660000000000,30.852200000000000,7323431.417183659970760,281827.024508359027095,,Cochineal bug,,High,walk - marula,Tertiary,,,,Prickly Pear,,2020/07/22 14:12:56.000,30.852200000000000,-24.186660000000000
PP large walk marula come treat,,-24.186830000000000,30.852889999999999,7323413.663668719120324,281897.425740269012749,,-,-,High,walk - marula,Tertiary,,,,Prickly Pear,See if bugs spread from infected plant nearby,2020/07/22 14:17:32.000,30.852889999999999,-24.186830000000000
PP large walk marula revisit once a month untreated,,-24.186859999999999,30.853130000000000,7323410.715192509815097,281921.863516813027672,,Cochineal bug,-,High,walk - marula,Tertiary,,,2020 - Quarter 3,Prickly Pear,,30:42.0,30.853130000000000,-24.186859999999999
Pp Large Walk Nurser 5c,,-24.210049999999999,30.891860000000001,7320901.929280010052025,285895.997035795997363,,-,-,High,Foot,Secondary,Nursery,,2020 - Quarter 3,Prickly Pear,,33:29.0,30.891860000000001,-24.210049999999999
Pp Large Walk Nurser 5c,,-24.210049999999999,30.891860000000001,7320901.929280010052025,285895.997035795997363,,-,-,High,Foot,Secondary,nursery,,,Prickly Pear,,2020/07/30 15:33:29.000,30.891860000000001,-24.210049999999999
Pp Large Walk Nursery 6c,,-24.213760000000001,30.897300000000001,7320499.316222109831870,286454.840633079991676,,-,-,High,Foot,Secondary,untreated,,2020 - Quarter 3,Prickly Pear,,38:22.0,30.897300000000001,-24.213760000000001
Pp Large Walk Nursery 6c,,-24.213760000000001,30.897300000000001,7320499.316222109831870,286454.840633079991676,,-,-,High,Foot,Secondary,nursery,,,Prickly Pear,,2020/07/09 14:38:22.000,30.897300000000001,-24.213760000000001
Pp Large Walk Nursery 7c,,-24.197399999999998,30.874829999999999,7322276.919401169754565,284144.573913210013416,,-,-,High,Foot,Secondary,nursery,,,Prickly Pear,,2020/12/09 09:36:28.000,30.874829999999999,-24.197399999999998
Pp Large Walk Pels Bugs 7c,,-24.173310000000001,30.920919999999999,7325015.709754729643464,288787.679756650992204,,Cochineal bug,,High,walk - pels,Tertiary,,,,Prickly Pear,,2020/11/05 13:04:32.000,30.920919999999999,-24.173310000000001
Pp Large Walk Poo Bugs 10c,,-24.198160000000001,30.929860000000001,7322276.676884840242565,289736.915700857003685,,Cochineal bug,-,High,walk - poo,Tertiary,,,,Prickly Pear,,2020/11/27 10:42:11.000,30.929860000000001,-24.198160000000001
Pp Large Walk Poo Bugs 7c,,-24.197839999999999,30.930430000000001,7322312.979627779684961,289794.302140676998533,,Cochineal bug,-,High,walk - poo,Tertiary,,,,Prickly Pear,,2020/11/27 10:45:49.000,30.930430000000001,-24.197839999999999
Pp Large Walk Poo Bugs 7c,,-24.198290000000000,30.929970000000001,7322262.443001810461283,289748.304932576022111,,Cochineal bug,,High,walk - pels,Tertiary,,,,Prickly Pear,,2020/11/27 10:40:01.000,30.929970000000001,-24.198290000000000
Pp Large Walk Poo Bugs 8c,,-24.197479999999999,30.930440000000001,7322352.870105450041592,289794.727503919973969,,Cochineal bug,-,High,walk - poo,Tertiary,,,,Prickly Pear,,2020/11/27 10:48:10.000,30.930440000000001,-24.197479999999999
Pp Large Walk Poo Evidence If Moth. Bugs 8c,,-24.197469999999999,30.930730000000001,7322354.414137429557741,289824.174973005021457,,Cochineal bug,-,High,walk - poo,Tertiary,evidence of moth,,,Prickly Pear,,2020/11/27 10:47:23.000,30.930730000000001,-24.197469999999999
Pp Large Walk Poo Untreated. See If Bugs Spread,,-24.197469999999999,30.930420000000002,7322353.947658711113036,289792.679106126015540,,-,-,High,walk - poo,Tertiary,,,,Prickly Pear,See if bugs spread from infected plant nearby,2020/11/27 10:48:49.000,30.930420000000002,-24.197469999999999
Pp Large Walk Spray,,-24.188140000000001,30.879159999999999,7323309.310563179664314,284568.943894401018042,,-,MSMA,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,35:18.0,30.879159999999999,-24.188140000000001
Pp Large Walk Spray,,-24.188079999999999,30.879079999999998,7323315.833261899650097,284560.714309474977199,,-,MSMA,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,36:37.0,30.879079999999998,-24.188079999999999
Pp Large Walk Spray,,-24.188140000000001,30.879159999999999,7323309.310563179664314,284568.943894401018042,,-,MSMA,High,Foot,Secondary,,,,Prickly Pear,needs biological control,2020/07/30 14:35:18.000,30.879159999999999,-24.188140000000001
Pp Large Walk Spray,,-24.188079999999999,30.879079999999998,7323315.833261899650097,284560.714309474977199,,-,MSMA,High,Foot,Secondary,,,,Prickly Pear,needs biological control,2020/07/30 14:36:37.000,30.879079999999998,-24.188079999999999
Pp Large Walk Spray 6c,,-24.210200000000000,30.892050000000001,7320885.605588399805129,285915.550163194013294,,-,MSMA,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,25:49.0,30.892050000000001,-24.210200000000000
Pp Large Walk Spray 6c,,-24.210200000000000,30.892050000000001,7320885.605588399805129,285915.550163194013294,,-,MSMA,High,Foot,Secondary,,,,Prickly Pear,needs biological control,2020/07/30 15:25:49.000,30.892050000000001,-24.210200000000000
Pp Large Walk Spray 7c,,-24.183250000000001,30.875689999999999,7323845.609381790272892,284208.128168969007675,,-,MSMA,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,12:28.0,30.875689999999999,-24.183250000000001
Pp Large Walk Spray 7c,,-24.210580000000000,30.892640000000000,7320844.418722690083086,285976.124082732014358,,-,MSMA,High,Foot,Secondary,,,2020 - Quarter 3,Prickly Pear,,27:06.0,30.892640000000000,-24.210580000000000
Pp Large Walk Spray 7c,,-24.183250000000001,30.875689999999999,7323845.609381790272892,284208.128168969007675,,-,MSMA,High,Foot,Secondary,,,,Prickly Pear,needs biological control,2020/07/30 14:12:28.000,30.875689999999999,-24.183250000000001
Pp Large Walk Spray 7c,,-24.210580000000000,30.892640000000000,7320844.418722690083086,285976.124082732014358,,-,MSMA,High,Foot,Secondary,,,,Prickly Pear,needs biological control,2020/07/30 15:27:06.000,30.892640000000000,-24.210580000000000
Pp Large Walk Spray 8c. Update Spray Killed 50% Of Plant. Added Bugs Evidence Of Moth update 15 december bugs have taken,,-24.187970000000000,30.878329999999998,7323326.861098670400679,284484.322399344993755,,Cochineal bug,MSMA,High,Foot,Secondary,evidence of moth. See if bugs spread from nearby infected plant,,,Prickly Pear,bugs have taken,2020/07/30 14:36:00.000,30.878329999999998,-24.187970000000000
Pp Large Walk Spray 9c,,-24.216432820000001,30.824339710000000,7320089.693593869917095,279047.442374577978626,,-,MSMA,High,Foot,Secondary,,,,Prickly pear,,2020/08/01 11:35:44.000,30.824339710000000,-24.216432820000001
Pp Large Walk Untreated Bugs Will Spread 9c,,-24.218460000000000,30.898589999999999,7319980.685025209560990,286593.724708614987321,,-,-,High,Foot,Secondary,bugs should spread,,2020 - Quarter 3,Prickly Pear,,03:34.0,30.898589999999999,-24.218460000000000
Pp Large Walk Untreated Bugs Will Spread 9c,,-24.218460000000000,30.898589999999999,7319980.685025209560990,286593.724708614987321,,-,-,High,Foot,Secondary,,,,Prickly Pear,See if bugs spread from infected plant nearby,2020/07/09 15:03:34.000,30.898589999999999,-24.218460000000000
Pp Large Walk Untreated Bugs Will Spread. Evidence Of Moth,,-24.218430000000001,30.898479999999999,7319983.839829089120030,286582.500417192000896,,-,-,High,Foot,Secondary,bugs should spread,,2020 - Quarter 3,Prickly Pear,,03:09.0,30.898479999999999,-24.218430000000001
